Identifier	Character	Dialogue	Filename	Line Number
example_email_expired_06877784	z	I'll see you around~	game/tutorial_day_scripts/tutorial_2_emails.rpy	55
example_text_vn_r_bf7e9eac	r	Hello! Welcome to Story Mode, also known as Visual Novel mode.	game/tutorial_day_scripts/tutorial_3b_VN.rpy	16
example_text_vn_r_0f8d3912	r	This mode is most similar to what you'll find in the majority of Ren'Py projects.	game/tutorial_day_scripts/tutorial_3b_VN.rpy	18
example_text_vn_r_7d97059d	r	There are a couple of things to show you about VN mode. What would you like to learn about first?	game/tutorial_day_scripts/tutorial_3b_VN.rpy	22
vn_tutorial_11fdb519	extend		game/tutorial_day_scripts/tutorial_3b_VN.rpy	32
vn_tutorial_19cfad98	m	How do I get different expressions and outfits?	game/tutorial_day_scripts/tutorial_3b_VN.rpy	38
vn_tutorial_f6df704c	r	Good question!	game/tutorial_day_scripts/tutorial_3b_VN.rpy	40
vn_tutorial_078806ea	m	How can I position characters on the screen?	game/tutorial_day_scripts/tutorial_3b_VN.rpy	44
vn_tutorial_513e6c2a	r	Moving characters around is quite easy!	game/tutorial_day_scripts/tutorial_3b_VN.rpy	46
vn_tutorial_0c2c64b4	m	How do I write a VN mode section?	game/tutorial_day_scripts/tutorial_3b_VN.rpy	50
vn_tutorial_d63102dd	r	Oh, of course! It's pretty easy, I promise.	game/tutorial_day_scripts/tutorial_3b_VN.rpy	52
vn_tutorial_faac6a73	m	I want to look at all the available characters.	game/tutorial_day_scripts/tutorial_3b_VN.rpy	56
vn_tutorial_f62b2fa2	r	Sure! Who do you want to see?	game/tutorial_day_scripts/tutorial_3b_VN.rpy	58
vn_tutorial_d5427f5d	m	That's enough explanation, thanks.	game/tutorial_day_scripts/tutorial_3b_VN.rpy	62
vn_tutorial_26aa6bd3	r	Alright! Hope this helped you.	game/tutorial_day_scripts/tutorial_3b_VN.rpy	64
vn_writing_38fcb0ce	r	Writing a VN section is pretty straightforward.	game/tutorial_day_scripts/tutorial_3b_VN.rpy	74
vn_writing_d874849d	r	First, you need to define a label, and then you can start adding dialogue and characters!	game/tutorial_day_scripts/tutorial_3b_VN.rpy	74
vn_writing_f20b98b7	r	This part works in the 'traditional' Ren'Py manner, so if you're not sure how to start adding characters and dialogue,	game/tutorial_day_scripts/tutorial_3b_VN.rpy	74
vn_writing_e39f8bb5	r	I'd recommend checking out the LemmaSoft forums and looking through the VN section in the User Guide.	game/tutorial_day_scripts/tutorial_3b_VN.rpy	74
vn_writing_9c13527e	r	If you don't plan to change the speaking character's expression for a while,	game/tutorial_day_scripts/tutorial_3b_VN.rpy	74
vn_writing_38e1d1d5	r	you can also look into Ren'Py's \"monologue\" feature, which you can see an example of in the code for this VN section.	game/tutorial_day_scripts/tutorial_3b_VN.rpy	74
vn_writing_43ee6d37	r	Other than that, there are three buttons on the screen in VN mode -- Auto, Skip, and Log.	game/tutorial_day_scripts/tutorial_3b_VN.rpy	88
vn_writing_7ee546f4	r	Auto, when selected, will automatically advance the text for you.	game/tutorial_day_scripts/tutorial_3b_VN.rpy	88
vn_writing_ce51e618	r	You can adjust the auto-forward speed in Settings.	game/tutorial_day_scripts/tutorial_3b_VN.rpy	88
vn_writing_0b2ac340	r	Keep in mind that this will also affect how fast phone call text will auto-advance if there is no voiceover.	game/tutorial_day_scripts/tutorial_3b_VN.rpy	88
vn_writing_dc0ea922	r	Skip will start fast-forwarding you through the text,	game/tutorial_day_scripts/tutorial_3b_VN.rpy	88
vn_writing_6c2dc046	r	and Log will show you a log of the dialogue history.	game/tutorial_day_scripts/tutorial_3b_VN.rpy	88
vn_writing_165d880a	r	Is there anything else you'd like to learn more about?	game/tutorial_day_scripts/tutorial_3b_VN.rpy	101
vn_layeredimage_ec899172	r	To get different expressions and outfits, this program makes a lot of use of Ren'Py's layeredimage feature.	game/tutorial_day_scripts/tutorial_3b_VN.rpy	110
vn_layeredimage_5df9fba7	r	It lets me change outfits and expressions very quickly just by adding the appropriate tags.	game/tutorial_day_scripts/tutorial_3b_VN.rpy	111
vn_layeredimage_04db39f8	r	For example, the attributes used to display this sprite are mask and happy.	game/tutorial_day_scripts/tutorial_3b_VN.rpy	112
vn_layeredimage_3be32ee2	r	Not all expressions are available with the mask on, however, like this one.	game/tutorial_day_scripts/tutorial_3b_VN.rpy	113
vn_layeredimage_dc667865	r	Some characters have many outfits, and some have multiple poses as well.	game/tutorial_day_scripts/tutorial_3b_VN.rpy	114
vn_layeredimage_590b9940	r	Some characters also have 'accessories' like glasses.	game/tutorial_day_scripts/tutorial_3b_VN.rpy	117
vn_layeredimage_079503e7	r	We'll show you what I mean with V.	game/tutorial_day_scripts/tutorial_3b_VN.rpy	120
vn_layeredimage_36feb6b8	v	As you can see, there are several expressions both with and without my sunglasses.	game/tutorial_day_scripts/tutorial_3b_VN.rpy	133
vn_layeredimage_650a8d62	v	I also have a 'hood' accessory for the mint_eye outfit.	game/tutorial_day_scripts/tutorial_3b_VN.rpy	135
vn_layeredimage_2ceed3ed	v	The attribute hood_up, when used with the mint_eye attribute, will put the hood up.	game/tutorial_day_scripts/tutorial_3b_VN.rpy	137
vn_layeredimage_4ccfb431	v	You'll get an error if you try to use the hood attribute when I'm not wearing my Mint Eye cloak, however.	game/tutorial_day_scripts/tutorial_3b_VN.rpy	139
vn_layeredimage_4514f39a	r	You should take a look at the 'cheat sheet' in character_definitions.rpy that tells you all the expressions and accessories available to each character.	game/tutorial_day_scripts/tutorial_3b_VN.rpy	144
vn_layeredimage_cb496c77	r	Anything else you'd like to know about?	game/tutorial_day_scripts/tutorial_3b_VN.rpy	145
vn_position_ac09de13	r	You might have noticed before, but you can position the characters in the middle,	game/tutorial_day_scripts/tutorial_3b_VN.rpy	152
vn_position_d98260e3	r	or to the left and right sides of the screen.	game/tutorial_day_scripts/tutorial_3b_VN.rpy	153
vn_position_c4964af9	r	This is vn_farleft.	game/tutorial_day_scripts/tutorial_3b_VN.rpy	155
vn_position_a1483dc0	r	And this is vn_farright.	game/tutorial_day_scripts/tutorial_3b_VN.rpy	157
vn_position_ff2f25d5	r	This position is called vn_left.	game/tutorial_day_scripts/tutorial_3b_VN.rpy	159
vn_position_9acaa5df	r	This is vn_right.	game/tutorial_day_scripts/tutorial_3b_VN.rpy	161
vn_position_5320aefc	r	This is vn_midleft.	game/tutorial_day_scripts/tutorial_3b_VN.rpy	163
vn_position_3f19037b	r	And this is vn_midright.	game/tutorial_day_scripts/tutorial_3b_VN.rpy	165
vn_position_52003d1d	r	The default position is just called default, and characters will appear there if you don't specify a different location.	game/tutorial_day_scripts/tutorial_3b_VN.rpy	167
vn_position_362c6a64	r	There's also this position, vn_center.	game/tutorial_day_scripts/tutorial_3b_VN.rpy	169
vn_position_3ee8f09f	r	It puts the character a bit closer to the screen, to imply they're talking directly to you.	game/tutorial_day_scripts/tutorial_3b_VN.rpy	170
vn_position_d14c9cd0	r	If you do use the vn_center position, you need to hide the character before you put them in a new position.	game/tutorial_day_scripts/tutorial_3b_VN.rpy	175
vn_position_26a6b226	r	Know that not all positions will look right for each character;	game/tutorial_day_scripts/tutorial_3b_VN.rpy	176
vn_position_571f8794	r	sometimes they'll be too far off-screen if you use vn_left, so you need to use vn_midleft instead.	game/tutorial_day_scripts/tutorial_3b_VN.rpy	177
vn_position_4052a176	r	You can always define your own transforms to position the characters exactly how you want, too.	game/tutorial_day_scripts/tutorial_3b_VN.rpy	178
vn_position_efbc874f	r	Anything else you'd like to learn about?	game/tutorial_day_scripts/tutorial_3b_VN.rpy	179
jaehee_showcase_36425f67	ja	Hello! I have several outfits and expressions to show you.	game/tutorial_day_scripts/tutorial_3b_VN.rpy	303
jaehee_showcase_0c5cf0cc	ja	First, I'll show you the expressions I have with my glasses.	game/tutorial_day_scripts/tutorial_3b_VN.rpy	305
jaehee_showcase_bdb72c31	ja	And now I'll show you the expressions I have without my glasses.	game/tutorial_day_scripts/tutorial_3b_VN.rpy	323
jaehee_showcase_1a44cbb5	ja	These are my available outfits.	game/tutorial_day_scripts/tutorial_3b_VN.rpy	335
jaehee_showcase_f89373cd	ja	That is all from me.	game/tutorial_day_scripts/tutorial_3b_VN.rpy	345
jumin_showcase_85c9d47b	ju	Hello. You can view my outfits and poses here.	game/tutorial_day_scripts/tutorial_3b_VN.rpy	352
jumin_showcase_22353b85	ju	First, here are the expressions I have in my 'front' pose.	game/tutorial_day_scripts/tutorial_3b_VN.rpy	353
jumin_showcase_ad0d2c06	ju	And here are my available outfits.	game/tutorial_day_scripts/tutorial_3b_VN.rpy	373
jumin_showcase_5afa8589	ju	I also have a second position.	game/tutorial_day_scripts/tutorial_3b_VN.rpy	380
jumin_showcase_8602edc6	ju	These are the available expressions.	game/tutorial_day_scripts/tutorial_3b_VN.rpy	382
jumin_showcase_878c8574	ju	And here are the available outfits.	game/tutorial_day_scripts/tutorial_3b_VN.rpy	400
jumin_showcase_9b9a0f6e	ju	That is all.	game/tutorial_day_scripts/tutorial_3b_VN.rpy	405
rika_showcase_d2451209	ri	Hello~! You've come to see my expressions and outfits, right?	game/tutorial_day_scripts/tutorial_3b_VN.rpy	412
rika_showcase_afe44e92	ri	I'll show you my expressions, first.	game/tutorial_day_scripts/tutorial_3b_VN.rpy	414
rika_showcase_9ec29ea4	ri	And these are my available outfits.	game/tutorial_day_scripts/tutorial_3b_VN.rpy	435
rika_showcase_0a801b26	ri	I also have a mask accessory available to me.	game/tutorial_day_scripts/tutorial_3b_VN.rpy	442
rika_showcase_d8b8c2e5	ri	That's all from me!	game/tutorial_day_scripts/tutorial_3b_VN.rpy	446
seven_showcase_7164e22f	s	Hey hey hey~! I get to show off my expressions, hmm~?	game/tutorial_day_scripts/tutorial_3b_VN.rpy	453
seven_showcase_12d7456e	s	Here they are!	game/tutorial_day_scripts/tutorial_3b_VN.rpy	454
seven_showcase_ea7e3b85	s	And here are my outfits~	game/tutorial_day_scripts/tutorial_3b_VN.rpy	479
seven_showcase_ae8da81e	s	I have another pose, too!	game/tutorial_day_scripts/tutorial_3b_VN.rpy	486
seven_showcase_a62a208a	s	Here are the expressions for this pose.	game/tutorial_day_scripts/tutorial_3b_VN.rpy	489
seven_showcase_b29e10ae	s	And here are the outfits.	game/tutorial_day_scripts/tutorial_3b_VN.rpy	510
seven_showcase_ed1e0315	s	That's it! Enjoy the rest of the program~	game/tutorial_day_scripts/tutorial_3b_VN.rpy	517
saeran_showcase_f0c72d6e	r	Oh, me?	game/tutorial_day_scripts/tutorial_3b_VN.rpy	523
saeran_showcase_f5c32c6c	r	Okay. I have several different expressions.	game/tutorial_day_scripts/tutorial_3b_VN.rpy	524
saeran_showcase_0eb7235c	r	And then I have many outfits, too.	game/tutorial_day_scripts/tutorial_3b_VN.rpy	557
saeran_showcase_a7fddef9	r	This outfit has fewer expressions than the other outfits since my face is partially covered	game/tutorial_day_scripts/tutorial_3b_VN.rpy	568
saeran_showcase_6db67598	r	Hope that's what you were looking for!	game/tutorial_day_scripts/tutorial_3b_VN.rpy	584
v_showcase_1c3d3d76	v	Hello there.	game/tutorial_day_scripts/tutorial_3b_VN.rpy	590
v_showcase_11d88f34	v	I'm told I'm supposed to show you my expressions.	game/tutorial_day_scripts/tutorial_3b_VN.rpy	591
v_showcase_23d3245f	v	And then here are my outfits.	game/tutorial_day_scripts/tutorial_3b_VN.rpy	624
v_showcase_8748191b	v	I also have a hood accessory with this outfit.	game/tutorial_day_scripts/tutorial_3b_VN.rpy	635
v_showcase_fd31b661	v	And then I have a side pose, too.	game/tutorial_day_scripts/tutorial_3b_VN.rpy	642
v_showcase_4272a500	v	Here are the poses for this pose.	game/tutorial_day_scripts/tutorial_3b_VN.rpy	645
v_showcase_6878f8cc	v	All of these expressions also have a version with sunglasses.	game/tutorial_day_scripts/tutorial_3b_VN.rpy	673
v_showcase_4e586e30	v	And then I have different outfits for this position.	game/tutorial_day_scripts/tutorial_3b_VN.rpy	700
v_showcase_e5d1167f	v	And that's all. Please enjoy the program.	game/tutorial_day_scripts/tutorial_3b_VN.rpy	707
yoosung_showcase_d44fcd38	y	Hi! It's nice to see you~	game/tutorial_day_scripts/tutorial_3b_VN.rpy	714
yoosung_showcase_edb64d95	y	I can show you the expressions I have in VN mode.	game/tutorial_day_scripts/tutorial_3b_VN.rpy	715
yoosung_showcase_c695de2d	y	I've also got a set of expressions when I'm wearing glasses.	game/tutorial_day_scripts/tutorial_3b_VN.rpy	738
yoosung_showcase_4b0360f6	y	And here are my outfits!	game/tutorial_day_scripts/tutorial_3b_VN.rpy	751
yoosung_showcase_a5e3ae94	y	I've only got a few expressions when I have the bandage.	game/tutorial_day_scripts/tutorial_3b_VN.rpy	764
yoosung_showcase_84ad4c13	y	That's all! Have fun with the program~!	game/tutorial_day_scripts/tutorial_3b_VN.rpy	773
zen_showcase_d29e22f1	z	Hey babe~ Glad you came by!	game/tutorial_day_scripts/tutorial_3b_VN.rpy	780
zen_showcase_f3c8fd91	z	Here are my available expressions!	game/tutorial_day_scripts/tutorial_3b_VN.rpy	781
zen_showcase_ad54f824	z	I've got a few outfits for this front pose, too.	game/tutorial_day_scripts/tutorial_3b_VN.rpy	804
zen_showcase_edf47a09	z	Handsome, aren't I?	game/tutorial_day_scripts/tutorial_3b_VN.rpy	811
zen_showcase_bda5c83a	z	Anyway, here are my side expressions.	game/tutorial_day_scripts/tutorial_3b_VN.rpy	812
zen_showcase_43b90e64	z	And then a few more outfits.	game/tutorial_day_scripts/tutorial_3b_VN.rpy	831
zen_showcase_5ad8b952	z	And that's it! Enjoy the program, hon~	game/tutorial_day_scripts/tutorial_3b_VN.rpy	836
bodyguards_showcase_8c00c2d3		If you'd like the minor characters to speak, you need to define your own character for them.	game/tutorial_day_scripts/tutorial_3b_VN.rpy	848
bodyguards_showcase_5562b17d		It's pretty easy; just go to character_definitions.rpy and follow the guidelines there.	game/tutorial_day_scripts/tutorial_3b_VN.rpy	849
bodyguards_showcase_305cbe6c		If you're only going to have them speak once or twice though, you can also type out their name as a string like so	game/tutorial_day_scripts/tutorial_3b_VN.rpy	850
bodyguards_showcase_ff899f4c	"Bodyguard"	This is example dialogue for the bodyguard to say.	game/tutorial_day_scripts/tutorial_3b_VN.rpy	851
bodyguards_showcase_e464113d		The bodyguards only have two other expressions:	game/tutorial_day_scripts/tutorial_3b_VN.rpy	852
bodyguards_showcase_d252d542		And that's all.	game/tutorial_day_scripts/tutorial_3b_VN.rpy	859
chairman_showcase_d1e52ac3	chief_vn	I already have a character defined so I can speak.	game/tutorial_day_scripts/tutorial_3b_VN.rpy	868
chairman_showcase_f7c4b582	chief_vn	These are my expressions:	game/tutorial_day_scripts/tutorial_3b_VN.rpy	869
chairman_showcase_0c3e4b69		That's all.	game/tutorial_day_scripts/tutorial_3b_VN.rpy	878
echo_showcase_8c00c2d3		If you'd like the minor characters to speak, you need to define your own character for them.	game/tutorial_day_scripts/tutorial_3b_VN.rpy	885
echo_showcase_5562b17d		It's pretty easy; just go to character_definitions.rpy and follow the guidelines there.	game/tutorial_day_scripts/tutorial_3b_VN.rpy	886
echo_showcase_7b49a792		Echo Girl has the following expressions:	game/tutorial_day_scripts/tutorial_3b_VN.rpy	887
echo_showcase_0c3e4b69		That's all.	game/tutorial_day_scripts/tutorial_3b_VN.rpy	898
glam_showcase_8c00c2d3		If you'd like the minor characters to speak, you need to define your own character for them.	game/tutorial_day_scripts/tutorial_3b_VN.rpy	906
glam_showcase_5562b17d		It's pretty easy; just go to character_definitions.rpy and follow the guidelines there.	game/tutorial_day_scripts/tutorial_3b_VN.rpy	907
glam_showcase_25f30b42		Glam Choi has the following expressions:	game/tutorial_day_scripts/tutorial_3b_VN.rpy	908
glam_showcase_d252d542		And that's all.	game/tutorial_day_scripts/tutorial_3b_VN.rpy	921
minister_showcase_8c00c2d3		If you'd like the minor characters to speak, you need to define your own character for them.	game/tutorial_day_scripts/tutorial_3b_VN.rpy	928
minister_showcase_5562b17d		It's pretty easy; just go to character_definitions.rpy and follow the guidelines there.	game/tutorial_day_scripts/tutorial_3b_VN.rpy	929
minister_showcase_30212774		The Prime Minister only has one expression, the one currently showing.	game/tutorial_day_scripts/tutorial_3b_VN.rpy	930
minister_showcase_0c3e4b69		That's all.	game/tutorial_day_scripts/tutorial_3b_VN.rpy	931
sarah_showcase_3a4690a9	sarah_vn	I already have a character defined so I can talk, haha~	game/tutorial_day_scripts/tutorial_3b_VN.rpy	938
sarah_showcase_c6dc287e	sarah_vn	These are my expressions!	game/tutorial_day_scripts/tutorial_3b_VN.rpy	939
sarah_showcase_0c3e4b69		That's all.	game/tutorial_day_scripts/tutorial_3b_VN.rpy	952
vanderwood_showcase_8c00c2d3		If you'd like the minor characters to speak, you need to define your own character for them.	game/tutorial_day_scripts/tutorial_3b_VN.rpy	959
vanderwood_showcase_5562b17d		It's pretty easy; just go to character_definitions.rpy and follow the guidelines there.	game/tutorial_day_scripts/tutorial_3b_VN.rpy	960
vanderwood_showcase_0ba67995		Vanderwood has the following expressions:	game/tutorial_day_scripts/tutorial_3b_VN.rpy	961
vanderwood_showcase_d252d542		And that's all.	game/tutorial_day_scripts/tutorial_3b_VN.rpy	974
example_text_efa47669	r	Hi there!	game/tutorial_day_scripts/tutorial_3_text_message.rpy	7
example_text_c3637984	r	This chatroom is here to demonstrate how text messages are sent.	game/tutorial_day_scripts/tutorial_3_text_message.rpy	8
example_text_131f46a7	r	You might have noticed that there's a Story Mode section after this chatroom, right?	game/tutorial_day_scripts/tutorial_3_text_message.rpy	9
example_text_4e4dc8e8	m	Does that mean anything specific?	game/tutorial_day_scripts/tutorial_3_text_message.rpy	14
example_text_359275fb	r	It does!	game/tutorial_day_scripts/tutorial_3_text_message.rpy	15
example_text_baec578b	r	Since there's a story mode VN (Visual Novel) section,	game/tutorial_day_scripts/tutorial_3_text_message.rpy	16
example_text_09226819	r	any incoming phone calls or text message won't be delivered until after the VN.	game/tutorial_day_scripts/tutorial_3_text_message.rpy	17
example_text_281fc47a	m	Yes, and I can't play it until after this chatroom, right?	game/tutorial_day_scripts/tutorial_3_text_message.rpy	19
example_text_2856f51b	r	Right! ^^	game/tutorial_day_scripts/tutorial_3_text_message.rpy	20
example_text_e508e37d	r	Any incoming phone calls or text message won't be delivered until after the story mode VN (Visual Novel) section, too.	game/tutorial_day_scripts/tutorial_3_text_message.rpy	21
example_text_35550f3d	r	So even though there are text messages to be delivered after this chatroom,	game/tutorial_day_scripts/tutorial_3_text_message.rpy	23
example_text_07c59a47	r	you won't see them right away.	game/tutorial_day_scripts/tutorial_3_text_message.rpy	24
example_text_357e80e1	r	You can set up text messages using an after_ chatroom label.	game/tutorial_day_scripts/tutorial_3_text_message.rpy	25
example_text_36d9ea51	r	See the User Guide for more ^^	game/tutorial_day_scripts/tutorial_3_text_message.rpy	26
example_text_c1d69693	r		game/tutorial_day_scripts/tutorial_3_text_message.rpy	27
example_text_df94838f	r	Anyway, I won't keep you.	game/tutorial_day_scripts/tutorial_3_text_message.rpy	28
example_text_341afc51	r	See you soon!	game/tutorial_day_scripts/tutorial_3_text_message.rpy	29
example_text_expired_efa47669	r	Hi there!	game/tutorial_day_scripts/tutorial_3_text_message.rpy	40
example_text_expired_c3637984	r	This chatroom is here to demonstrate how text messages are sent.	game/tutorial_day_scripts/tutorial_3_text_message.rpy	41
example_text_expired_d0bf5358	r	But, well, since this chatroom is expired it won't act the same way.	game/tutorial_day_scripts/tutorial_3_text_message.rpy	42
example_text_expired_a9b90ffa	r	You'll have already received the text messages and any missed phone calls.	game/tutorial_day_scripts/tutorial_3_text_message.rpy	43
example_text_expired_c210f955	r	Even if you buy this chatroom back, you won't receive the calls or messages again.	game/tutorial_day_scripts/tutorial_3_text_message.rpy	44
example_text_expired_6e6a1d70	r	But you can often call characters back if not much time has passed since they called!	game/tutorial_day_scripts/tutorial_3_text_message.rpy	45
example_text_expired_749bb504	r	Anyway, you can buy this chatroom back for some alternative information too.	game/tutorial_day_scripts/tutorial_3_text_message.rpy	46
example_text_expired_6a63ee2a	r	Talk to you soon!	game/tutorial_day_scripts/tutorial_3_text_message.rpy	47
after_example_text_a9efc262	v	Hello, [name].	game/tutorial_day_scripts/tutorial_3_text_message.rpy	65
after_example_text_15c917ca	v	I'm supposed to demonstrate how to make a character post an emoji during a text message.	game/tutorial_day_scripts/tutorial_3_text_message.rpy	66
after_example_text_2d28f1e6	v		game/tutorial_day_scripts/tutorial_3_text_message.rpy	67
after_example_text_de11c770	v	They won't play audio like they do in the chatrooms,	game/tutorial_day_scripts/tutorial_3_text_message.rpy	68
after_example_text_284294bb	v	But they can still be fun to use in a conversation, don't you think?	game/tutorial_day_scripts/tutorial_3_text_message.rpy	69
after_example_text_4696b41c	r	Here's a test text message, to show you how they work!	game/tutorial_day_scripts/tutorial_3_text_message.rpy	86
after_example_text_1901840d	r	Did you know you can also post photos?	game/tutorial_day_scripts/tutorial_3_text_message.rpy	87
after_example_text_1d77b7d4	z	You know, you never send us any photos...	game/tutorial_day_scripts/tutorial_3_text_message.rpy	98
menu_a1_2a8ea8a3	m	Thanks for showing me this.	game/tutorial_day_scripts/tutorial_3_text_message.rpy	116
menu_a1_ce6f34a2	v	You're very welcome!	game/tutorial_day_scripts/tutorial_3_text_message.rpy	121
menu_a1_8babf0ef	v	Hope to talk to you again soon.	game/tutorial_day_scripts/tutorial_3_text_message.rpy	122
menu_a1_cb18b89c	m	I'm not sure if they'll be useful...	game/tutorial_day_scripts/tutorial_3_text_message.rpy	125
menu_a1_73d89fd8	v	It's up to you whether to use them or not.	game/tutorial_day_scripts/tutorial_3_text_message.rpy	126
menu_a1_3e5c6f2f	v	I hope you enjoy the rest of the program.	game/tutorial_day_scripts/tutorial_3_text_message.rpy	127
menu_a2_d6b58467	r	It will look like this:	game/tutorial_day_scripts/tutorial_3_text_message.rpy	141
menu_a2_118e8e20	r	r_1	game/tutorial_day_scripts/tutorial_3_text_message.rpy	142
menu_a2_5264d55a	m	I'm not sure how I'll remember all this...	game/tutorial_day_scripts/tutorial_3_text_message.rpy	148
menu_a2_3cdc1c8d	r	Don't worry! There are lots of resources to help.	game/tutorial_day_scripts/tutorial_3_text_message.rpy	149
menu_a2_bc83aade	r	Let's do our best ^^	game/tutorial_day_scripts/tutorial_3_text_message.rpy	150
menu_a2_b32fa459	m	That's a nice picture of you!	game/tutorial_day_scripts/tutorial_3_text_message.rpy	152
menu_a2_c1d69693	r		game/tutorial_day_scripts/tutorial_3_text_message.rpy	153
menu_a2_45950937	r	Thank you ^^	game/tutorial_day_scripts/tutorial_3_text_message.rpy	155
menu_a3_be182b3c	m	common_2	game/tutorial_day_scripts/tutorial_3_text_message.rpy	168
menu_a3_5784d0db	m	You mean like this?	game/tutorial_day_scripts/tutorial_3_text_message.rpy	169
menu_a3_cb22f1df	m		game/tutorial_day_scripts/tutorial_3_text_message.rpy	171
menu_a3_0e8d5985	m	How's this?	game/tutorial_day_scripts/tutorial_3_text_message.rpy	172
menu_a3_be182b3c_1	m	common_2	game/tutorial_day_scripts/tutorial_3_text_message.rpy	174
menu_a3_c8bfeacd	m		game/tutorial_day_scripts/tutorial_3_text_message.rpy	175
menu_a3_e10e3389	m	What do you think?	game/tutorial_day_scripts/tutorial_3_text_message.rpy	176
menu_a3_4e2927e0	z	Wow! I've never seen that before.	game/tutorial_day_scripts/tutorial_3_text_message.rpy	178
menu_a3_1686c3fd	z	You're pretty cool	game/tutorial_day_scripts/tutorial_3_text_message.rpy	179
menu_a3_2c4cd385	z		game/tutorial_day_scripts/tutorial_3_text_message.rpy	180
timed_menus_970f73ea	s	Hiya!	game/tutorial_day_scripts/tutorial_4_timed_menus.rpy	8
timed_menus_c4e7e49e	s	I'm here to tell you all about timed menus~	game/tutorial_day_scripts/tutorial_4_timed_menus.rpy	9
timed_menus_58243807	s	They work mostly like regular menus,	game/tutorial_day_scripts/tutorial_4_timed_menus.rpy	10
timed_menus_06553d2b	s	except the characters will keep talking even after the answer button shows up at the bottom of the screen.	game/tutorial_day_scripts/tutorial_4_timed_menus.rpy	11
timed_menus_ee07e06d	s	Like now!	game/tutorial_day_scripts/tutorial_4_timed_menus.rpy	12
timed_menus_8b226c09	s	You only have so long to reply,	game/tutorial_day_scripts/tutorial_4_timed_menus.rpy	22
timed_menus_4c36c35c	s	and when the spaceship at the bottom of the screen reaches the right side,	game/tutorial_day_scripts/tutorial_4_timed_menus.rpy	23
timed_menus_958a3f26	s	BAM!!	game/tutorial_day_scripts/tutorial_4_timed_menus.rpy	24
timed_menus_e1b6ba6e	s	The opportunity to answer has passed!!!	game/tutorial_day_scripts/tutorial_4_timed_menus.rpy	25
timed_menus_c7d0a430	s	You write these menus a bit differently than regular menus	game/tutorial_day_scripts/tutorial_4_timed_menus.rpy	34
timed_menus_08e067fb	s	You'll see an example of it in this code.	game/tutorial_day_scripts/tutorial_4_timed_menus.rpy	35
menu1_df08fc14	m	Slow down! Timed menus??	game/tutorial_day_scripts/tutorial_4_timed_menus.rpy	50
menu1_9a08720c	s	Whoops lolol I got a bit excited	game/tutorial_day_scripts/tutorial_4_timed_menus.rpy	51
menu1_d3fe1460	s	Yup! Maybe try playing through this chatroom a few times to see what happens?	game/tutorial_day_scripts/tutorial_4_timed_menus.rpy	52
menu1_77cda154	s	Don't forget to turn Testing Mode on from the developer settings so you can make different choices.	game/tutorial_day_scripts/tutorial_4_timed_menus.rpy	53
menu1_5bece6a3	m	So I can choose between listening or interrupting?	game/tutorial_day_scripts/tutorial_4_timed_menus.rpy	56
menu1_e557922e	s	Yeah! If you just let the chat play out,	game/tutorial_day_scripts/tutorial_4_timed_menus.rpy	57
menu1_46c305e9	s	you'll see different dialogue than if you'd decided to answer.	game/tutorial_day_scripts/tutorial_4_timed_menus.rpy	58
menu1_058659b6	s	If you don't reply and just listen,	game/tutorial_day_scripts/tutorial_4_timed_menus.rpy	64
menu1_fdf7d767	s	maybe you'll see some interesting dialogue!	game/tutorial_day_scripts/tutorial_4_timed_menus.rpy	65
menu1_d44f6a03	s	The timer will be faster or slower depending on what your chatroom speed is	game/tutorial_day_scripts/tutorial_4_timed_menus.rpy	67
menu1_e80144ca	s	(which you can change using the arrows at the bottom of the screen)	game/tutorial_day_scripts/tutorial_4_timed_menus.rpy	68
menu1_a9266613	s	So if you've got the chat speed at 1,	game/tutorial_day_scripts/tutorial_4_timed_menus.rpy	69
menu1_24b93c1a	s	The spaceship will take longer to reach the other side of the screen	game/tutorial_day_scripts/tutorial_4_timed_menus.rpy	70
menu1_66003c49	s	There's also an option in Settings that will always bring up the menu after the spaceship times out,	game/tutorial_day_scripts/tutorial_4_timed_menus.rpy	71
menu1_d28afce0	s	in case you can't press the button in time and still want to answer.	game/tutorial_day_scripts/tutorial_4_timed_menus.rpy	72
menu1_0f64fbea	s	I hope this gives you some cool ideas for ways to write chatrooms!	game/tutorial_day_scripts/tutorial_4_timed_menus.rpy	73
menu1_ac328b1a	s		game/tutorial_day_scripts/tutorial_4_timed_menus.rpy	74
menu1_8c03763b	s	Toodles~!	game/tutorial_day_scripts/tutorial_4_timed_menus.rpy	75
tutorial_chat_8dc4a766	m	Do you still feel tired?	game/tutorial_day_scripts/tutorial_5_coffee.rpy	25
tutorial_chat_7a78fa1f	s	No way.	game/tutorial_day_scripts/tutorial_5_coffee.rpy	26
tutorial_chat_b96df72c	s	One of my strengths is that I feel completely refreshed after sleeping	game/tutorial_day_scripts/tutorial_5_coffee.rpy	27
tutorial_chat_a4609568	m	Seven, get a good night's rest?	game/tutorial_day_scripts/tutorial_5_coffee.rpy	29
tutorial_chat_503aeabe	s	Heya [name]	game/tutorial_day_scripts/tutorial_5_coffee.rpy	30
tutorial_chat_ce490078	s	Ya. Slept like a rock.	game/tutorial_day_scripts/tutorial_5_coffee.rpy	37
